order,prefecture,city,kana_prefecture,kana_municipality
394246,高知県,大月町,コウチケン,オオツキチョウ
394271,高知県,三原村,コウチケン,ミハラムラ
394289,高知県,黒潮町,コウチケン,クロシオチョウ
400009,福岡県,,フクオカケン,
401005,福岡県,北九州市,フクオカケン,キタキュウシュウシ
401307,福岡県,福岡市,フクオカケン,フクオカシ
402028,福岡県,大牟田市,フクオカケン,オオムタシ
402036,福岡県,久留米市,フクオカケン,クルメシ
402044,福岡県,直方市,フクオカケン,ノオガタシ
402052,福岡県,飯塚市,フクオカケン,イイヅカシ
402061,福岡県,田川市,フクオカケン,タガワシ
402079,福岡県,柳川市,フクオカケン,ヤナガワシ
402109,福岡県,八女市,フクオカケン,ヤメシ
402117,福岡県,筑後市,フクオカケン,チクゴシ
402125,福岡県,大川市,フクオカケン,オオカワシ
402133,福岡県,行橋市,フクオカケン,ユクハシシ
402141,福岡県,豊前市,フクオカケン,ブゼンシ
402150,福岡県,中間市,フクオカケン,ナカマシ
402168,福岡県,小郡市,フクオカケン,オゴオリシ
402176,福岡県,筑紫野市,フクオカケン,チクシノシ
402184,福岡県,春日市,フクオカケン,カスガシ
402192,福岡県,大野城市,フクオカケン,オオノジョウシ
402206,福岡県,宗像市,フクオカケン,ムナカタシ
402214,福岡県,太宰府市,フクオカケン,ダザイフシ
402231,福岡県,古賀市,フクオカケン,コガシ
402249,福岡県,福津市,フクオカケン,フクツシ
402257,福岡県,うきは市,フクオカケン,ウキハシ
402265,福岡県,宮若市,フクオカケン,ミヤワカシ
402273,福岡県,嘉麻市,フクオカケン,カマシ
402281,福岡県,朝倉市,フクオカケン,アサクラシ
402290,福岡県,みやま市,フクオカケン,ミヤマシ
402303,福岡県,糸島市,フクオカケン,イトシマシ
403059,福岡県,那珂川町,フクオカケン,ナカガワマチ
403415,福岡県,宇美町,フクオカケン,ウミマチ
403423,福岡県,篠栗町,フクオカケン,ササグリマチ
403431,福岡県,志免町,フクオカケン,シメマチ
403440,福岡県,須恵町,フクオカケン,スエマチ
403458,福岡県,新宮町,フクオカケン,シングウマチ
403482,福岡県,久山町,フクオカケン,ヒサヤママチ
403491,福岡県,粕屋町,フクオカケン,カスヤマチ
403814,福岡県,芦屋町,フクオカケン,アシヤマチ
403822,福岡県,水巻町,フクオカケン,ミズマキマチ
403831,福岡県,岡垣町,フクオカケン,オカガキマチ
403849,福岡県,遠賀町,フクオカケン,オンガチョウ
404012,福岡県,小竹町,フクオカケン,コタケマチ
404021,福岡県,鞍手町,フクオカケン,クラテマチ
404217,福岡県,桂川町,フクオカケン,ケイセンマチ
404471,福岡県,筑前町,フクオカケン,チクゼンマチ
404489,福岡県,東峰村,フクオカケン,トウホウムラ
405035,福岡県,大刀洗町,フクオカケン,タチアライマチ
405221,福岡県,大木町,フクオカケン,オオキマチ
405442,福岡県,広川町,フクオカケン,ヒロカワマチ
406015,福岡県,香春町,フクオカケン,カワラマチ
406023,福岡県,添田町,フクオカケン,ソエダマチ
406040,福岡県,糸田町,フクオカケン,イトダマチ
406058,福岡県,川崎町,フクオカケン,カワサキマチ
406082,福岡県,大任町,フクオカケン,オオトウマチ
406091,福岡県,赤村,フクオカケン,アカムラ
406104,福岡県,福智町,フクオカケン,フクチマチ
406210,福岡県,苅田町,フクオカケン,カンダマチ
406252,福岡県,みやこ町,フクオカケン,ミヤコマチ
406422,福岡県,吉富町,フクオカケン,ヨシトミマチ
406465,福岡県,上毛町,フクオカケン,コウゲマチ
406473,福岡県,築上町,フクオカケン,チクジョウマチ
410004,佐賀県,,サガケン,
412015,佐賀県,佐賀市,サガケン,サガシ
412023,佐賀県,唐津市,サガケン,カラツシ
412031,佐賀県,鳥栖市,サガケン,トスシ
412040,佐賀県,多久市,サガケン,タクシ
412058,佐賀県,伊万里市,サガケン,イマリシ
412066,佐賀県,武雄市,サガケン,タケオシ
412074,佐賀県,鹿島市,サガケン,カシマシ
412082,佐賀県,小城市,サガケン,オギシ
412091,佐賀県,嬉野市,サガケン,ウレシノシ
412104,佐賀県,神埼市,サガケン,カンザキシ
413275,佐賀県,吉野ヶ里町,サガケン,ヨシノガリチョウ
413411,佐賀県,基山町,サガケン,キヤマチョウ
413453,佐賀県,上峰町,サガケン,カミミネチョウ
413461,佐賀県,みやき町,サガケン,ミヤキチョウ
413879,佐賀県,玄海町,サガケン,ゲンカイチョウ
414018,佐賀県,有田町,サガケン,アリタチョウ
414239,佐賀県,大町町,サガケン,オオマチチョウ
414247,佐賀県,江北町,サガケン,コウホクマチ
414255,佐賀県,白石町,サガケン,シロイシチョウ
414417,佐賀県,太良町,サガケン,タラチョウ
420000,長崎県,,ナガサキケン,
422011,長崎県,長崎市,ナガサキケン,ナガサキシ
422029,長崎県,佐世保市,ナガサキケン,サセボシ
422037,長崎県,島原市,ナガサキケン,シマバラシ
422045,長崎県,諫早市,ナガサキケン,イサハヤシ
422053,長崎県,大村市,ナガサキケン,オオムラシ
422070,長崎県,平戸市,ナガサキケン,ヒラドシ
422088,長崎県,松浦市,ナガサキケン,マツウラシ
422096,長崎県,対馬市,ナガサキケン,ツシマシ
422100,長崎県,壱岐市,ナガサキケン,イキシ
422118,長崎県,五島市,ナガサキケン,ゴトウシ
422126,長崎県,西海市,ナガサキケン,サイカイシ
422134,長崎県,雲仙市,ナガサキケン,ウンゼンシ
422142,長崎県,南島原市,ナガサキケン,ミナミシマバラシ
423076,長崎県,長与町,ナガサキケン,ナガヨチョウ
423084,長崎県,時津町,ナガサキケン,トギツチョウ
423211,長崎県,東彼杵町,ナガサキケン,ヒガシソノギチョウ
423220,長崎県,川棚町,ナガサキケン,カワタナチョウ
423238,長崎県,波佐見町,ナガサキケン,ハサミチョウ
423831,長崎県,小値賀町,ナガサキケン,オヂカチョウ
423912,長崎県,佐々町,ナガサキケン,サザチョウ
424111,長崎県,新上五島町,ナガサキケン,シンカミゴトウチョウ
430005,熊本県,,クマモトケン,
431001,熊本県,熊本市,クマモトケン,クマモトシ
432024,熊本県,八代市,クマモトケン,ヤツシロシ
432032,熊本県,人吉市,クマモトケン,ヒトヨシシ
432041,熊本県,荒尾市,クマモトケン,アラオシ
432059,熊本県,水俣市,クマモトケン,ミナマタシ
432067,熊本県,玉名市,クマモトケン,タマナシ
432083,熊本県,山鹿市,クマモトケン,ヤマガシ
432105,熊本県,菊池市,クマモトケン,キクチシ
432113,熊本県,宇土市,クマモトケン,ウトシ
432121,熊本県,上天草市,クマモトケン,カミアマクサシ
432130,熊本県,宇城市,クマモトケン,ウキシ
432148,熊本県,阿蘇市,クマモトケン,アソシ
432156,熊本県,天草市,クマモトケン,アマクサシ
432164,熊本県,合志市,クマモトケン,コウシシ
433489,熊本県,美里町,クマモトケン,ミサトマチ
433641,熊本県,玉東町,クマモトケン,ギョクトウマチ
433675,熊本県,南関町,クマモトケン,ナンカンマチ
433683,熊本県,長洲町,クマモトケン,ナガスマチ
433691,熊本県,和水町,クマモトケン,ナゴミマチ
434035,熊本県,大津町,クマモトケン,オオヅマチ
434043,熊本県,菊陽町,クマモトケン,キクヨウマチ
434230,熊本県,南小国町,クマモトケン,ミナミオグニマチ
434248,熊本県,小国町,クマモトケン,オグニマチ
434256,熊本県,産山村,クマモトケン,ウブヤマムラ
434281,熊本県,高森町,クマモトケン,タカモリマチ
434329,熊本県,西原村,クマモトケン,ニシハラムラ
434337,熊本県,南阿蘇村,クマモトケン,ミナミアソムラ
434418,熊本県,御船町,クマモトケン,ミフネマチ
434426,熊本県,嘉島町,クマモトケン,カシママチ
434434,熊本県,益城町,クマモトケン,マシキマチ
434442,熊本県,甲佐町,クマモトケン,コウサマチ
434477,熊本県,山都町,クマモトケン,ヤマトチョウ
434680,熊本県,氷川町,クマモトケン,ヒカワチョウ
434825,熊本県,芦北町,クマモトケン,アシキタマチ
434841,熊本県,津奈木町,クマモトケン,ツナギマチ
435015,熊本県,錦町,クマモトケン,ニシキマチ
435058,熊本県,多良木町,クマモトケン,タラギマチ
435066,熊本県,湯前町,クマモトケン,ユノマエマチ
435074,熊本県,水上村,クマモトケン,ミズカミムラ
435104,熊本県,相良村,クマモトケン,サガラムラ
435112,熊本県,五木村,クマモトケン,イツキムラ
435121,熊本県,山江村,クマモトケン,ヤマエムラ
435139,熊本県,球磨村,クマモトケン,クマムラ
435147,熊本県,あさぎり町,クマモトケン,アサギリチョウ
435317,熊本県,苓北町,クマモトケン,レイホクマチ
440001,大分県,,オオイタケン,
442011,大分県,大分市,オオイタケン,オオイタシ
442020,大分県,別府市,オオイタケン,ベップシ
442038,大分県,中津市,オオイタケン,ナカツシ
442046,大分県,日田市,オオイタケン,ヒタシ
442054,大分県,佐伯市,オオイタケン,サイキシ
442062,大分県,臼杵市,オオイタケン,ウスキシ
442071,大分県,津久見市,オオイタケン,ツクミシ
442089,大分県,竹田市,オオイタケン,タケタシ
442097,大分県,豊後高田市,オオイタケン,ブンゴタカダシ
442101,大分県,杵築市,オオイタケン,キツキシ
442119,大分県,宇佐市,オオイタケン,ウサシ
442127,大分県,豊後大野市,オオイタケン,ブンゴオオノシ
442135,大分県,由布市,オオイタケン,ユフシ
442143,大分県,国東市,オオイタケン,クニサキシ
443221,大分県,姫島村,オオイタケン,ヒメシマムラ
443417,大分県,日出町,オオイタケン,ヒジマチ
444618,大分県,九重町,オオイタケン,ココノエマチ
444626,大分県,玖珠町,オオイタケン,クスマチ
450006,宮崎県,,ミヤザキケン,
452017,宮崎県,宮崎市,ミヤザキケン,ミヤザキシ
452025,宮崎県,都城市,ミヤザキケン,ミヤコノジョウシ
452033,宮崎県,延岡市,ミヤザキケン,ノベオカシ
452041,宮崎県,日南市,ミヤザキケン,ニチナンシ
452050,宮崎県,小林市,ミヤザキケン,コバヤシシ
452068,宮崎県,日向市,ミヤザキケン,ヒュウガシ
452076,宮崎県,串間市,ミヤザキケン,クシマシ
452084,宮崎県,西都市,ミヤザキケン,サイトシ
452092,宮崎県,えびの市,ミヤザキケン,エビノシ
453412,宮崎県,三股町,ミヤザキケン,ミマタチョウ
453617,宮崎県,高原町,ミヤザキケン,タカハルチョウ
453820,宮崎県,国富町,ミヤザキケン,クニトミチョウ
453838,宮崎県,綾町,ミヤザキケン,アヤチョウ
454010,宮崎県,高鍋町,ミヤザキケン,タカナベチョウ
454028,宮崎県,新富町,ミヤザキケン,シントミチョウ
454036,宮崎県,西米良村,ミヤザキケン,ニシメラソン
454044,宮崎県,木城町,ミヤザキケン,キジョウチョウ
454052,宮崎県,川南町,ミヤザキケン,カワミナミチョウ
454061,宮崎県,都農町,ミヤザキケン,ツノチョウ
454214,宮崎県,門川町,ミヤザキケン,カドガワチョウ
454290,宮崎県,諸塚村,ミヤザキケン,モロツカソン
454303,宮崎県,椎葉村,ミヤザキケン,シイバソン
454311,宮崎県,美郷町,ミヤザキケン,ミサトチョウ
454419,宮崎県,高千穂町,ミヤザキケン,タカチホチョウ
454427,宮崎県,日之影町,ミヤザキケン,ヒノカゲチョウ
454435,宮崎県,五ヶ瀬町,ミヤザキケン,ゴカセチョウ
460001,鹿児島県,,カゴシマケン,
462012,鹿児島県,鹿児島市,カゴシマケン,カゴシマシ
462039,鹿児島県,鹿屋市,カゴシマケン,カノヤシ
462047,鹿児島県,枕崎市,カゴシマケン,マクラザキシ
462063,鹿児島県,阿久根市,カゴシマケン,アクネシ
462080,鹿児島県,出水市,カゴシマケン,イズミシ
462101,鹿児島県,指宿市,カゴシマケン,イブスキシ
462136,鹿児島県,西之表市,カゴシマケン,ニシノオモテシ
462144,鹿児島県,垂水市,カゴシマケン,タルミズシ
462152,鹿児島県,薩摩川内市,カゴシマケン,サツマセンダイシ
462161,鹿児島県,日置市,カゴシマケン,ヒオキシ
462179,鹿児島県,曽於市,カゴシマケン,ソオシ
462187,鹿児島県,霧島市,カゴシマケン,キリシマシ
462195,鹿児島県,いちき串木野市,カゴシマケン,イチキクシキノシ
462209,鹿児島県,南さつま市,カゴシマケン,ミナミサツマシ
462217,鹿児島県,志布志市,カゴシマケン,シブシシ
462225,鹿児島県,奄美市,カゴシマケン,アマミシ
462233,鹿児島県,南九州市,カゴシマケン,ミナミキュウシュウシ
462241,鹿児島県,伊佐市,カゴシマケン,イサシ
462250,鹿児島県,姶良市,カゴシマケン,アイラシ
463035,鹿児島県,三島村,カゴシマケン,ミシマムラ
463043,鹿児島県,十島村,カゴシマケン,トシマムラ
463922,鹿児島県,さつま町,カゴシマケン,サツマチョウ
464040,鹿児島県,長島町,カゴシマケン,ナガシマチョウ
464520,鹿児島県,湧水町,カゴシマケン,ユウスイチョウ
464686,鹿児島県,大崎町,カゴシマケン,オオサキチョウ
464821,鹿児島県,東串良町,カゴシマケン,ヒガシクシラチョウ
464902,鹿児島県,錦江町,カゴシマケン,キンコウチョウ
464911,鹿児島県,南大隅町,カゴシマケン,ミナミオオスミチョウ
464929,鹿児島県,肝付町,カゴシマケン,キモツキチョウ
465011,鹿児島県,中種子町,カゴシマケン,ナカタネチョウ
465020,鹿児島県,南種子町,カゴシマケン,ミナミタネチョウ
465054,鹿児島県,屋久島町,カゴシマケン,ヤクシマチョウ
465232,鹿児島県,大和村,カゴシマケン,ヤマトソン
465241,鹿児島県,宇検村,カゴシマケン,ウケンソン
465259,鹿児島県,瀬戸内町,カゴシマケン,セトウチチョウ
465275,鹿児島県,龍郷町,カゴシマケン,タツゴウチョウ
465291,鹿児島県,喜界町,カゴシマケン,キカイチョウ
465305,鹿児島県,徳之島町,カゴシマケン,トクノシマチョウ
465313,鹿児島県,天城町,カゴシマケン,アマギチョウ
465321,鹿児島県,伊仙町,カゴシマケン,イセンチョウ
465330,鹿児島県,和泊町,カゴシマケン,ワドマリチョウ
465348,鹿児島県,知名町,カゴシマケン,チナチョウ
465356,鹿児島県,与論町,カゴシマケン,ヨロンチョウ
470007,沖縄県,,オキナワケン,
472018,沖縄県,那覇市,オキナワケン,ナハシ
472051,沖縄県,宜野湾市,オキナワケン,ギノワンシ
472077,沖縄県,石垣市,オキナワケン,イシガキシ
472085,沖縄県,浦添市,オキナワケン,ウラソエシ
472093,沖縄県,名護市,オキナワケン,ナゴシ
472107,沖縄県,糸満市,オキナワケン,イトマンシ
472115,沖縄県,沖縄市,オキナワケン,オキナワシ
472123,沖縄県,豊見城市,オキナワケン,トミグスクシ
472131,沖縄県,うるま市,オキナワケン,ウルマシ
472140,沖縄県,宮古島市,オキナワケン,ミヤコジマシ
472158,沖縄県,南城市,オキナワケン,ナンジョウシ
473014,沖縄県,国頭村,オキナワケン,クニガミソン
473022,沖縄県,大宜味村,オキナワケン,オオギミソン
473031,沖縄県,東村,オキナワケン,ヒガシソン
473065,沖縄県,今帰仁村,オキナワケン,ナキジンソン
473081,沖縄県,本部町,オキナワケン,モトブチョウ
473111,沖縄県,恩納村,オキナワケン,オンナソン
473138,沖縄県,宜野座村,オキナワケン,ギノザソン
473146,沖縄県,金武町,オキナワケン,キンチョウ
473154,沖縄県,伊江村,オキナワケン,イエソン
473243,沖縄県,読谷村,オキナワケン,ヨミタンソン
473251,沖縄県,嘉手納町,オキナワケン,カデナチョウ
473260,沖縄県,北谷町,オキナワケン,チヤタンチョウ
473278,沖縄県,北中城村,オキナワケン,キタナカグスクソン
473286,沖縄県,中城村,オキナワケン,ナカグスクソン
473294,沖縄県,西原町,オキナワケン,ニシハラチョウ
473481,沖縄県,与那原町,オキナワケン,ヨナバルチョウ
473502,沖縄県,南風原町,オキナワケン,ハエバルチョウ
473537,沖縄県,渡嘉敷村,オキナワケン,トカシキソン
473545,沖縄県,座間味村,オキナワケン,ザマミソン
473553,沖縄県,粟国村,オキナワケン,アグニソン
473561,沖縄県,渡名喜村,オキナワケン,トナキソン
473570,沖縄県,南大東村,オキナワケン,ミナミダイトウソン
473588,沖縄県,北大東村,オキナワケン,キタダイトウソン
473596,沖縄県,伊平屋村,オキナワケン,イヘヤソン
473600,沖縄県,伊是名村,オキナワケン,イゼナソン
473618,沖縄県,久米島町,オキナワケン,クメジマチョウ
473626,沖縄県,八重瀬町,オキナワケン,ヤエセチョウ
473758,沖縄県,多良間村,オキナワケン,タラマソン
473812,沖縄県,竹富町,オキナワケン,タケトミチョウ
473821,沖縄県,与那国町,オキナワケン,ヨナグニチョウ
